ra,dec,gal_l,gal_b,h_mag,shmag,h_2mass,k_2mass,j_2mass,p,sp,pa_deg,gpa_deg,spa,q,sq,u,su,nhwp,uf
288.529328,10.987631,45.280095,0.034145,10.22230,0.00140,10.253,9.556,11.863,0.81,0.21,178.3,60.6,7.6,0.838,0.214,-0.049,0.225,16,1
288.543552,11.226885,45.498467,0.132895,8.99150,0.00050,8.977,8.359,10.396,0.93,0.13,5.1,67.5,4.1,0.927,0.132,0.168,0.138,16,1
288.540764,10.918576,45.224153,-0.007868,7.46070,0.00020,7.402,6.752,8.874,2.17,1.08,161.8,44.1,14.2,1.953,0.927,-1.440,1.316,16,1
288.557704,11.805346,46.017204,0.389267,11.49050,0.00520,11.484,10.214,14.168,2.37,0.79,23.4,85.8,9.5,1.705,0.784,1.821,0.791,16,1
288.558593,10.903082,45.218562,-0.030568,7.97290,0.00020,8.047,7.264,9.658,1.24,0.17,175.9,58.3,3.9,1.236,0.167,-0.176,0.188,16,1
288.541239,11.632441,45.856586,0.323246,11.14610,0.00350,11.110,9.995,13.565,3.45,0.58,7.8,70.2,4.8,3.365,0.581,0.943,0.516,16,1
288.541300,11.370651,45.624763,0.201617,10.37590,0.00170,10.395,9.466,12.507,1.48,0.32,169.5,51.8,6.2,1.410,0.310,-0.541,0.364,16,1
288.487431,11.068222,45.332378,0.107987,11.91970,0.00660,12.058,11.561,13.274,2.74,1.17,8.4,70.7,12.3,2.855,1.177,0.863,1.141,16,1
288.616352,10.923161,45.262690,-0.071463,12.40294,0.00727,12.396,11.256,15.173,4.51,1.56,23.3,85.6,9.3,3.279,1.658,3.467,1.457,32,1
288.616355,10.853372,45.200893,-0.103892,8.16530,0.00020,8.177,7.450,9.952,2.75,0.27,19.7,82.0,2.8,2.136,0.275,1.758,0.272,16,1
288.489977,11.792666,45.975190,0.442096,11.99804,0.00485,12.077,11.445,13.465,3.50,1.02,19.2,81.5,8.0,2.856,1.013,2.263,1.038,32,1
288.490856,11.600626,45.805493,0.352183,11.12330,0.00380,11.115,10.589,12.468,1.34,0.47,159.2,41.5,10.0,1.059,0.458,-0.941,0.477,16,1
288.490857,11.890587,46.062324,0.486789,10.71740,0.00220,10.640,9.866,12.226,2.94,0.57,12.8,75.2,5.6,2.698,0.573,1.295,0.560,16,1
288.491735,10.953313,45.232565,0.050897,12.17520,0.00750,12.138,11.652,13.537,3.48,1.12,13.6,75.9,9.2,3.247,1.144,1.670,1.006,16,1
288.619082,11.106097,45.425925,0.011164,11.18037,0.00277,11.156,10.818,12.235,0.94,0.43,116.5,178.9,12.0,-0.619,0.376,-0.824,0.461,32,1
288.287400,11.234229,45.388383,0.358861,11.06530,0.00330,11.095,10.247,13.155,2.90,0.51,152.6,35.0,5.0,1.701,0.516,-2.410,0.507,16,1
288.288972,11.229747,45.385126,0.355417,12.24330,0.00860,12.246,11.178,14.811,3.28,1.09,175.9,58.2,9.5,3.425,1.095,-0.499,1.072,16,1
288.494264,10.850332,45.142509,0.000885,9.75830,0.00090,9.792,8.954,11.682,1.63,0.18,176.8,59.2,3.2,1.629,0.183,-0.180,0.177,16,1
288.622027,11.353131,45.646014,0.123392,9.67114,0.00053,9.754,9.387,10.709,0.69,0.16,153.9,36.2,6.6,0.432,0.155,-0.559,0.169,64,1
288.157373,11.015465,45.135397,0.370522,7.94930,0.00021,8.061,7.071,10.081,1.43,0.11,18.1,80.6,2.2,1.158,0.109,0.850,0.113,32,1
288.157380,11.738595,45.776286,0.705508,11.66420,0.00453,11.620,11.217,12.504,1.50,0.67,133.2,15.7,11.7,-0.101,0.664,-1.644,0.670,32,1
288.157474,10.982397,45.106137,0.355114,10.98726,0.00194,10.973,10.054,13.174,2.77,0.32,14.6,77.0,3.3,2.437,0.328,1.358,0.303,32,1
288.497671,11.207998,45.460841,0.163982,11.92490,0.00560,11.889,9.875,15.573,7.40,0.97,139.0,21.4,3.8,1.050,0.920,-7.388,0.977,16,1
288.623907,10.985124,45.321004,-0.049240,7.94930,0.00020,8.018,7.510,9.417,1.14,0.11,21.6,83.9,2.7,0.837,0.100,0.786,0.112,16,1
288.292275,10.840566,45.041811,0.172088,11.45050,0.00310,11.471,10.857,12.923,1.81,0.78,40.7,103.0,12.4,0.298,0.765,1.952,0.783,16,1
288.501170,11.293331,45.538013,0.200562,9.17660,0.00050,9.197,8.735,10.470,1.00,0.15,163.8,46.1,4.4,0.851,0.158,-0.541,0.142,16,1
288.625924,11.719929,45.972587,0.290444,11.41280,0.00314,11.206,10.164,13.676,2.69,0.60,11.1,73.4,6.3,2.549,0.600,1.039,0.609,32,1
288.625973,11.943421,46.170516,0.394245,8.76237,0.00021,8.888,8.153,10.567,0.49,0.16,149.9,32.2,9.1,0.255,0.162,-0.447,0.164,64,1
288.157668,11.650161,45.698036,0.664295,11.06835,0.00279,11.039,10.497,12.589,1.44,0.68,144.1,26.5,12.2,0.498,0.645,-1.518,0.685,48,1
288.157753,11.083150,45.195554,0.401549,12.33245,0.00806,12.345,11.639,14.066,3.44,1.24,15.9,78.3,9.7,3.111,1.235,1.921,1.238,32,1
288.294979,11.246058,45.402310,0.357759,10.73280,0.00240,10.753,10.207,12.133,1.67,0.39,160.9,43.3,6.7,1.352,0.422,-1.060,0.332,16,1
288.502925,11.346618,45.586008,0.223779,11.08480,0.00270,11.101,10.263,13.069,1.52,0.40,151.8,34.1,7.6,0.872,0.394,-1.311,0.406,16,1
288.503735,11.082555,45.352501,0.100470,11.08410,0.00330,11.104,10.752,12.100,1.97,0.68,2.1,64.5,9.9,2.077,0.678,0.155,0.683,16,1
288.629761,11.497485,45.777361,0.183755,9.91774,0.00093,9.989,8.868,12.460,0.89,0.20,169.3,51.6,6.2,0.846,0.193,-0.332,0.214,48,1
288.630698,11.326554,45.626431,0.103514,11.37780,0.00400,11.416,10.921,12.663,1.76,0.54,170.7,53.0,8.7,1.745,0.535,-0.590,0.548,16,1
288.297590,11.244812,45.402394,0.354913,11.72320,0.00640,11.725,10.960,13.668,3.78,0.73,152.0,34.3,5.6,2.146,0.709,-3.192,0.744,16,1
288.505574,11.983479,46.151287,0.517159,9.83950,0.00110,9.901,8.830,12.210,2.92,0.41,9.9,72.3,4.1,2.777,0.413,1.004,0.428,16,1
288.298310,11.889771,45.974188,0.653325,11.46120,0.00500,11.479,10.676,13.331,1.99,0.70,15.7,78.1,10.0,1.802,0.721,1.102,0.632,16,1
288.108980,10.988468,45.089465,0.400116,9.78190,0.00130,9.822,9.254,11.262,0.43,0.21,1.3,63.7,13.8,0.482,0.210,0.022,0.216,16,1
288.110598,11.898390,45.896716,0.820096,9.74740,0.00090,9.763,8.974,11.485,1.19,0.19,1.0,63.4,4.5,1.207,0.186,0.042,0.193,16,1
288.298919,10.957157,45.148135,0.220371,11.63480,0.00440,11.491,10.290,13.773,2.13,0.74,17.7,80.1,10.0,1.842,0.681,1.309,0.858,16,1
288.512743,10.806886,45.112457,-0.035362,10.45050,0.00210,10.440,9.367,12.868,3.93,0.54,15.5,77.8,3.9,3.400,0.534,2.036,0.538,16,1
288.512765,11.797354,45.989699,0.424515,11.24696,0.00307,11.291,10.725,12.727,1.40,0.46,26.8,89.2,8.9,0.875,0.464,1.189,0.459,32,1
288.300450,11.516756,45.644644,0.478523,10.20110,0.00200,10.250,9.431,12.182,2.19,0.37,164.5,46.9,4.8,1.908,0.359,-1.144,0.401,16,1
288.302296,11.233442,45.394460,0.345551,10.54850,0.00210,10.575,9.806,12.397,2.37,0.36,161.6,44.0,4.4,1.918,0.367,-1.432,0.362,16,1
288.520018,11.590649,45.809920,0.322249,11.87970,0.00850,11.859,10.466,14.913,6.00,1.17,22.5,84.9,5.6,4.323,1.101,4.329,1.236,16,1
288.648806,11.767963,46.025531,0.292927,12.13630,0.00900,12.074,11.618,13.132,3.82,1.27,156.8,39.2,9.5,2.783,1.285,-2.912,1.261,16,1
288.303039,11.795406,45.892719,0.605474,10.19040,0.00160,10.285,9.553,12.126,1.19,0.27,13.4,75.8,6.5,1.084,0.261,0.548,0.292,16,1
288.303057,10.935371,45.130717,0.206669,9.58871,0.00062,9.657,8.874,11.505,1.89,0.16,3.0,65.4,2.4,1.891,0.159,0.197,0.197,32,1
288.521734,11.577547,45.799096,0.314677,10.36370,0.00200,10.378,9.958,11.452,1.41,0.39,168.4,50.8,7.8,1.346,0.384,-0.576,0.399,16,1
288.522436,11.075628,45.354888,0.081000,10.47070,0.00190,10.499,9.734,12.272,1.28,0.40,175.7,58.1,9.0,1.329,0.403,-0.200,0.447,16,1
288.120361,11.455109,45.508227,0.606346,9.77730,0.00100,9.819,8.957,11.554,1.28,0.20,26.1,88.5,4.5,0.794,0.198,1.027,0.204,16,1
288.305014,10.831111,45.039235,0.156618,12.43657,0.00698,12.533,12.196,13.517,2.65,1.22,16.8,79.2,12.0,2.432,1.226,1.614,1.212,32,1
288.523120,10.944332,45.238918,0.019436,11.32310,0.00320,11.263,10.516,13.169,1.10,0.54,24.6,86.9,14.0,0.803,0.524,0.931,0.551,16,1
288.305472,11.788447,45.887657,0.600137,9.65360,0.00160,9.802,9.498,10.728,1.67,0.82,176.7,59.0,14.1,1.847,0.821,-0.216,0.674,16,1
288.305833,11.943231,46.024971,0.671588,10.15925,0.00127,10.184,9.784,11.224,1.11,0.21,13.2,75.6,5.4,1.016,0.206,0.504,0.236,32,1
288.526777,11.856604,46.048544,0.439879,11.38740,0.00490,11.350,10.823,12.653,1.73,0.83,179.1,61.5,13.7,1.917,0.827,-0.057,0.868,16,1
288.527684,10.969587,45.263366,0.027195,11.23600,0.00330,11.130,10.027,13.675,3.79,0.54,18.7,81.0,4.1,3.045,0.543,2.324,0.535,16,1
288.651568,11.479746,45.771584,0.156589,10.98440,0.00380,11.003,10.445,12.573,1.78,0.47,160.8,43.1,7.5,1.447,0.454,-1.143,0.485,16,1
288.651660,11.751854,46.012566,0.282967,11.94010,0.00840,11.933,10.881,14.209,3.25,1.45,27.0,89.3,12.8,2.091,1.432,2.872,1.454,16,1
288.601085,10.880539,45.217982,-0.077991,11.17500,0.00350,11.177,10.750,12.379,2.20,0.71,4.9,67.2,9.3,2.278,0.713,0.393,0.790,16,1
288.176010,11.795897,45.835522,0.715888,11.44440,0.00370,11.477,10.876,12.960,1.26,0.61,161.7,44.1,12.5,1.122,0.605,-0.833,0.622,32,1
288.529397,11.723670,45.931998,0.375881,10.40220,0.00160,10.372,9.817,11.787,1.33,0.34,171.7,54.0,7.5,1.312,0.345,-0.392,0.344,16,1
288.176819,11.043639,45.169208,0.366661,8.26880,0.00024,8.345,8.260,8.472,1.10,0.10,173.0,55.4,2.6,1.068,0.101,-0.265,0.105,32,1
288.181776,11.277744,45.378926,0.470823,12.19370,0.00800,12.230,11.783,13.529,3.22,1.08,121.7,4.1,9.6,-1.523,1.164,-3.032,1.057,16,1
288.269748,11.007680,45.179621,0.269170,11.06650,0.00330,10.818,10.038,12.083,1.17,0.52,76.2,138.6,12.6,-1.136,0.502,0.594,0.565,16,1
288.269761,11.580832,45.687479,0.534871,6.95930,0.00010,6.981,6.165,8.613,1.31,0.65,115.5,177.9,14.0,-0.922,0.591,-1.139,0.678,16,1
288.271490,11.390992,45.520050,0.445363,8.43770,0.00030,8.462,7.835,9.991,0.32,0.16,167.0,49.4,14.1,0.317,0.156,-0.154,0.154,16,1
288.271499,11.463675,45.584457,0.479051,9.95640,0.00110,10.013,8.855,12.367,0.64,0.27,15.0,77.4,12.2,0.601,0.269,0.347,0.281,16,1
288.537438,11.036644,45.327200,0.049856,10.47270,0.00150,10.632,9.171,12.631,1.36,0.30,22.8,85.2,6.3,0.972,0.346,0.996,0.245,16,1
288.610980,10.962568,45.295134,-0.048483,10.69270,0.00142,10.766,9.948,12.630,2.56,0.24,13.9,76.2,2.6,2.278,0.238,1.199,0.230,32,1
288.186040,11.332493,45.429382,0.492485,10.29440,0.00160,10.313,9.524,12.109,1.84,0.20,1.1,63.5,3.1,1.854,0.201,0.073,0.226,16,1
288.487488,11.168464,45.421188,0.154476,10.17520,0.00150,10.171,9.191,12.429,2.21,0.30,125.3,7.7,3.9,-0.740,0.296,-2.104,0.303,16,1
288.612791,11.503199,45.774693,0.201135,10.86358,0.00186,10.876,10.142,12.586,2.40,0.39,163.3,45.6,4.6,2.030,0.370,-1.334,0.437,48,1
288.614652,11.617203,45.876493,0.252489,11.14485,0.00292,11.217,10.712,12.599,2.25,0.51,166.1,48.4,6.4,2.040,0.508,-1.079,0.530,32,1
288.187884,11.718811,45.772588,0.669874,10.65250,0.00250,10.628,9.825,12.453,0.69,0.29,148.7,31.1,12.0,0.345,0.308,-0.663,0.283,16,1
288.277470,11.787831,45.874402,0.624139,11.49150,0.00810,11.602,11.253,12.559,3.56,1.59,173.3,55.7,12.8,3.791,1.597,-0.901,1.489,16,1
288.492639,11.461107,45.682729,0.285864,10.43410,0.00160,10.480,9.431,12.729,1.63,0.34,172.3,54.6,5.9,1.607,0.338,-0.443,0.321,16,1
288.616459,10.870369,45.215991,-0.096085,10.99790,0.00230,11.019,10.449,12.522,1.77,0.35,8.7,71.0,5.7,1.724,0.355,0.540,0.353,16,1
288.618210,11.481245,45.757720,0.186232,9.90617,0.00084,9.920,9.052,11.957,1.29,0.20,155.8,38.1,4.5,0.863,0.187,-0.974,0.215,32,1
288.619122,11.365653,45.655779,0.131732,11.58586,0.00405,11.592,10.519,14.091,1.36,0.67,157.3,39.6,12.6,1.060,0.685,-1.079,0.645,32,1
288.189211,11.152060,45.270924,0.406123,9.57550,0.00090,9.685,9.364,10.567,0.59,0.18,16.8,79.2,8.6,0.512,0.178,0.340,0.174,16,1
288.279924,11.803940,45.889790,0.629479,9.07050,0.00060,9.152,8.681,10.311,0.91,0.29,42.4,104.7,9.0,0.088,0.281,0.948,0.286,16,1
288.281548,11.695147,45.794125,0.577636,8.98660,0.00060,9.045,8.175,10.992,1.54,0.15,179.6,62.0,2.8,1.549,0.151,-0.023,0.140,16,1
288.499437,11.450464,45.676396,0.275022,10.41990,0.00200,10.443,9.452,12.674,1.70,0.29,133.5,15.8,4.8,-0.091,0.294,-1.726,0.288,16,1
288.623038,11.732827,45.982696,0.298939,7.36895,0.00014,7.271,5.825,10.111,3.80,0.51,21.7,84.1,3.8,2.781,0.500,2.635,0.515,32,1
288.284098,11.765249,45.857400,0.607922,10.05670,0.00140,10.093,9.197,12.136,1.08,0.23,20.6,83.0,6.2,0.828,0.218,0.726,0.249,16,1
288.286621,11.790470,45.880893,0.617426,10.65100,0.00220,10.671,9.932,12.374,1.32,0.35,22.7,85.1,7.7,0.961,0.381,0.977,0.328,16,1
288.501211,10.904176,45.193365,0.019842,11.64990,0.00440,11.616,10.695,13.727,1.91,0.58,175.2,57.6,8.7,1.967,0.580,-0.329,0.582,16,1
288.502095,11.444758,45.672552,0.270065,11.33860,0.00390,11.392,10.911,12.608,1.39,0.52,138.9,21.2,10.6,0.202,0.519,-1.471,0.516,16,1
288.502960,11.393412,45.627469,0.245475,9.95210,0.00120,9.960,9.122,11.934,0.57,0.23,6.1,68.5,11.3,0.603,0.226,0.131,0.241,16,1
288.625990,10.828803,45.183534,-0.123688,9.51400,0.00060,9.549,8.366,11.936,2.81,0.21,10.4,72.8,2.2,2.637,0.212,1.006,0.215,16,1
288.194100,11.466562,45.551857,0.547604,9.67850,0.00090,9.767,9.332,11.040,0.61,0.15,121.3,3.7,7.3,-0.288,0.151,-0.556,0.155,16,1
288.289042,10.820538,45.022593,0.165615,10.78000,0.00190,10.806,9.905,12.880,1.82,0.38,25.6,87.9,5.9,1.168,0.381,1.449,0.372,16,1
288.195982,10.848127,45.004670,0.259391,8.98660,0.00040,8.873,7.631,11.393,3.77,0.21,27.2,89.6,1.6,2.192,0.209,3.074,0.207,16,1
288.631649,11.100858,45.427016,-0.002190,12.48680,0.00840,12.497,12.069,13.719,2.73,1.31,54.8,117.1,13.8,-1.012,1.457,2.858,1.296,16,1
288.293192,11.703556,45.806863,0.571431,12.16030,0.00850,12.180,11.583,13.855,2.46,1.12,168.9,51.3,13.0,2.505,1.115,-1.024,1.154,16,1
288.295011,10.995612,45.180427,0.241602,12.32310,0.00920,12.346,12.072,13.190,2.87,1.34,67.4,129.7,13.4,-2.227,1.222,2.249,1.454,16,1
288.197845,10.911764,45.061909,0.287261,12.00080,0.00690,12.004,10.757,14.841,4.90,0.97,22.4,84.8,5.7,3.542,0.898,3.529,1.041,16,1
288.199051,11.039511,45.175661,0.345412,10.76613,0.00231,10.767,10.465,11.788,0.86,0.28,10.3,72.7,9.0,0.849,0.281,0.318,0.306,32,1
288.647207,10.941018,45.292580,-0.089991,9.39950,0.00060,9.423,8.349,11.744,2.25,0.20,28.0,90.3,2.5,1.258,0.173,1.869,0.207,16,1
288.647620,10.912095,45.267158,-0.103791,11.12160,0.00400,11.124,9.758,14.064,2.59,0.57,46.7,109.0,6.3,-0.161,0.675,2.646,0.569,16,1
288.159216,11.329151,45.414235,0.514245,10.22888,0.00117,10.260,9.763,11.620,0.71,0.28,149.0,31.4,10.4,0.356,0.226,-0.671,0.290,32,1
288.297885,11.348507,45.494404,0.402738,9.94680,0.00110,9.990,9.654,11.058,0.89,0.38,145.1,27.4,12.2,0.331,0.382,-0.903,0.376,16,1
288.160788,11.196006,45.296950,0.451195,11.59392,0.00335,11.668,11.370,12.602,1.61,0.67,73.2,135.7,11.0,-1.456,0.692,0.965,0.609,48,1
288.160809,11.907739,45.927758,0.780880,9.85499,0.00086,9.910,9.299,11.463,0.77,0.27,21.3,83.7,9.5,0.603,0.258,0.554,0.285,32,1
288.161569,11.879918,45.903444,0.767335,10.66634,0.00133,10.720,10.194,12.101,0.93,0.36,14.6,77.1,10.4,0.874,0.365,0.489,0.357,32,1
288.300471,11.652974,45.765349,0.541664,10.90950,0.00320,10.937,10.273,12.420,1.43,0.67,4.0,66.4,13.3,1.566,0.667,0.222,0.680,16,1
288.521839,11.937204,46.117688,0.481582,11.40700,0.00480,11.414,10.727,13.076,2.27,0.79,16.8,79.2,9.9,1.996,0.776,1.328,0.804,16,1
288.652523,11.138028,45.469447,-0.003052,9.89310,0.00090,9.856,9.406,11.053,1.13,0.25,178.0,60.3,6.2,1.157,0.246,-0.080,0.248,16,1
288.522506,11.825728,46.019257,0.429245,12.15640,0.01010,12.169,11.663,13.280,3.17,1.53,156.9,39.2,13.9,2.435,1.557,-2.540,1.509,16,1
288.523913,11.703458,45.911603,0.371251,10.52500,0.00150,10.513,9.745,12.279,1.90,0.51,1.1,63.4,7.7,1.962,0.511,0.074,0.519,16,1
288.524752,10.988436,45.278722,0.038497,10.31920,0.00160,10.303,9.356,12.514,1.73,0.42,9.5,71.8,7.0,1.682,0.427,0.580,0.375,16,1
288.168603,11.203673,45.307296,0.447954,10.54930,0.00210,10.674,9.965,12.313,1.35,0.45,93.0,155.4,9.5,-1.411,0.447,-0.146,0.383,16,1
288.527737,11.306457,45.561735,0.183584,10.30650,0.00130,10.252,8.567,13.732,1.68,0.23,175.2,57.5,3.9,1.671,0.227,-0.283,0.245,16,1
288.653767,11.796638,46.053179,0.301953,11.91083,0.00588,11.918,11.321,13.373,3.12,1.06,167.2,49.5,9.2,2.973,1.014,-1.426,1.223,32,1
288.169450,11.422998,45.502055,0.548831,10.78900,0.00240,10.799,9.797,13.089,2.93,0.45,33.4,95.8,4.4,1.173,0.468,2.724,0.447,16,1
288.170198,10.898876,45.037908,0.305346,12.27910,0.00657,12.384,11.983,13.429,3.55,1.22,53.3,115.7,9.3,-1.072,1.230,3.602,1.223,32,1
288.304798,11.481812,45.615658,0.458545,9.80620,0.00150,9.884,8.680,12.321,1.42,0.36,177.5,59.9,7.3,1.455,0.361,-0.128,0.315,16,1
288.602089,11.045943,45.364909,-0.002017,9.12230,0.00042,9.394,8.135,11.887,1.41,0.13,56.0,118.3,2.7,-0.528,0.142,1.313,0.133,32,1
288.172728,11.332742,45.423555,0.504167,11.13660,0.00380,11.138,10.220,13.188,3.34,0.53,21.7,84.1,4.5,2.460,0.580,2.324,0.467,16,1
288.305078,11.481384,45.615406,0.458104,9.64790,0.00080,9.884,8.680,12.321,1.54,0.20,24.0,86.4,3.7,1.042,0.202,1.159,0.201,16,1
288.305902,11.607625,45.727634,0.515924,8.71680,0.00050,8.795,8.411,10.057,0.48,0.17,155.2,37.6,10.2,0.333,0.168,-0.391,0.175,16,1
288.306686,11.240009,45.402275,0.344781,11.94040,0.00820,11.913,10.870,14.188,2.96,0.95,167.1,49.5,9.2,2.803,0.963,-1.355,0.898,16,1
288.306691,11.163891,45.334837,0.309479,8.47865,0.00028,8.579,7.882,10.084,0.90,0.07,144.1,26.6,2.3,0.283,0.073,-0.856,0.072,32,1
288.178556,11.838606,45.874530,0.733465,9.19840,0.00070,9.239,8.507,11.000,1.16,0.21,9.0,71.4,5.1,1.118,0.210,0.365,0.177,16,1
288.307181,10.909850,45.109983,0.191247,10.51319,0.00124,10.498,8.951,13.376,2.28,0.28,141.5,23.9,3.4,0.516,0.250,-2.239,0.277,32,1
288.534986,10.859989,45.169632,-0.030051,12.33510,0.01110,12.233,11.306,14.312,3.79,1.38,20.4,82.7,10.4,3.052,1.304,2.637,1.463,16,1
288.610079,11.429607,45.708292,0.169297,11.20260,0.00330,11.282,10.855,12.438,1.87,0.74,173.1,55.4,11.4,1.957,0.731,-0.482,0.941,16,1
288.610094,11.951918,46.170822,0.411949,11.81010,0.00650,11.859,11.124,13.695,6.31,1.94,135.9,18.2,8.8,0.206,1.914,-6.598,1.938,16,1
288.308887,11.200996,45.368711,0.324777,11.90805,0.00568,11.949,11.588,12.979,2.07,1.02,149.7,32.1,12.7,1.128,1.065,-2.007,1.001,32,1
288.535010,11.235243,45.501978,0.144196,9.47450,0.00070,9.473,8.902,10.964,0.85,0.15,3.2,65.5,5.1,0.861,0.153,0.097,0.140,16,1
288.612817,11.503205,45.774711,0.201115,10.91551,0.00228,10.876,10.142,12.586,2.43,0.46,161.7,44.1,5.4,1.990,0.432,-1.475,0.517,32,1
288.612820,11.134524,45.448242,0.029814,9.04010,0.00038,9.143,8.747,10.173,0.61,0.12,1.1,63.4,5.5,0.616,0.117,0.024,0.158,32,1
288.182714,11.087498,45.210756,0.381857,10.20580,0.00170,10.131,9.347,12.051,3.90,1.18,13.8,76.2,8.6,3.608,1.175,1.883,1.172,16,1
288.183517,11.741357,45.790589,0.684109,9.84340,0.00110,9.852,9.489,10.896,0.73,0.20,149.3,31.7,7.7,0.362,0.192,-0.667,0.198,16,1
288.268049,11.441504,45.563244,0.471769,12.48010,0.00890,12.413,11.909,13.667,4.39,1.50,167.0,49.4,9.8,4.171,1.509,-2.030,1.480,16,1
288.613744,11.512806,45.783635,0.204772,9.82067,0.00081,9.858,9.152,11.309,2.36,0.14,3.6,65.9,1.7,2.344,0.143,0.295,0.156,32,1
288.186122,10.971574,45.109577,0.325176,10.64210,0.00190,10.628,9.931,12.409,1.09,0.32,21.3,83.7,8.4,0.836,0.311,0.770,0.333,16,1
288.269783,11.454723,45.575745,0.476391,9.50550,0.00070,9.368,8.483,11.208,1.19,0.30,4.6,67.0,7.2,1.209,0.299,0.195,0.291,16,1
288.617360,11.108712,45.427455,0.013876,11.58589,0.00363,11.583,10.845,13.437,1.65,0.47,0.5,62.8,7.8,1.715,0.470,0.029,0.514,32,1
288.188066,11.188009,45.302261,0.423776,10.77094,0.00226,10.853,10.020,12.803,2.34,0.41,19.3,81.7,5.0,1.851,0.438,1.482,0.370,32,1
288.494385,11.518999,45.734799,0.311225,10.85830,0.00280,10.934,10.749,11.523,1.26,0.55,80.8,143.1,12.5,-1.308,0.558,0.435,0.501,16,1
288.189237,10.858550,45.010836,0.270092,11.54020,0.00330,11.481,10.639,13.454,2.77,0.88,20.1,82.5,9.1,2.218,0.877,1.875,0.880,16,1
288.275900,11.634826,45.738111,0.554573,9.91860,0.00140,9.937,8.765,12.286,2.17,0.35,9.0,71.3,4.6,2.088,0.357,0.675,0.284,16,1
288.496097,10.925251,45.209699,0.034075,10.68570,0.00170,10.664,9.963,12.407,1.60,0.40,174.6,56.9,7.1,1.622,0.395,-0.311,0.447,16,1
288.278327,11.844152,45.924698,0.649504,9.96620,0.00120,9.988,9.221,11.785,1.79,0.24,19.8,82.2,3.8,1.394,0.264,1.156,0.200,16,1
288.496947,11.837732,46.018274,0.456974,9.05050,0.00050,9.064,8.167,11.046,2.95,0.12,10.4,72.7,1.2,2.762,0.121,1.049,0.124,16,1
288.626082,11.746054,45.995793,0.302446,10.34767,0.00134,10.355,9.297,12.814,3.02,0.27,28.7,91.1,2.5,1.633,0.263,2.557,0.271,32,1
288.279969,11.572004,45.684293,0.521918,12.26630,0.01320,12.041,11.541,13.194,6.02,1.69,177.2,59.6,8.1,6.221,1.689,-0.616,1.942,16,1
288.279993,10.870979,45.063164,0.196877,11.20840,0.00250,11.184,10.541,12.823,2.15,0.66,14.3,76.7,8.8,1.978,0.654,1.082,0.685,16,1
288.500405,10.887956,45.178632,0.013012,11.02667,0.00260,11.074,10.220,13.032,2.99,0.66,162.3,44.6,6.2,2.492,0.568,-1.773,0.807,32,1
288.629001,11.577250,45.847646,0.221479,10.36150,0.00151,10.432,9.862,11.970,2.28,0.30,170.3,52.7,3.7,2.173,0.298,-0.763,0.275,32,1
288.629011,10.864772,45.216763,-0.109601,11.57550,0.00320,11.530,10.301,14.295,2.48,0.69,43.8,106.1,7.9,0.106,0.685,2.575,0.688,16,1
288.195130,10.998757,45.137763,0.329937,10.01000,0.00110,10.011,9.789,10.888,0.42,0.19,2.2,64.6,13.4,0.458,0.195,0.035,0.164,16,1
288.195131,11.689926,45.750277,0.650203,9.63960,0.00100,9.811,8.826,11.777,1.48,0.27,2.9,65.3,5.2,1.498,0.268,0.154,0.233,16,1
288.285014,11.599802,45.711215,0.530426,8.26810,0.00040,8.345,7.721,9.848,0.60,0.15,177.3,59.7,7.2,0.616,0.151,-0.058,0.165,16,1
288.287505,11.522140,45.643533,0.492258,8.51960,0.00040,8.663,8.070,10.064,1.44,0.17,154.8,37.1,3.4,0.923,0.196,-1.119,0.153,16,1
288.511105,11.233309,45.489377,0.164064,9.03130,0.00050,9.073,8.467,10.597,0.88,0.19,176.3,58.7,6.2,0.890,0.190,-0.114,0.166,16,1
288.511118,11.072413,45.346883,0.089344,11.33950,0.00470,11.304,9.930,14.454,1.53,0.61,54.4,116.8,11.4,-0.533,0.640,1.556,0.602,16,1
288.197361,11.037183,45.172830,0.345803,11.88470,0.00600,11.866,11.027,13.935,3.50,1.12,27.5,89.9,9.2,2.106,0.998,3.005,1.172,16,1
288.290711,10.819874,45.022765,0.163854,10.46660,0.00120,10.455,9.229,13.075,4.19,0.63,21.0,83.4,4.3,3.145,0.638,2.837,0.618,16,1
288.291487,11.667949,45.774538,0.556403,9.51580,0.00090,9.626,9.121,10.813,1.17,0.18,179.5,61.8,4.5,1.187,0.182,-0.023,0.151,16,1
288.513701,11.480280,45.709294,0.276484,11.85020,0.00630,11.868,10.393,14.814,2.40,0.90,63.2,125.6,10.7,-1.521,0.965,2.057,0.855,16,1
288.653326,11.007282,45.354045,-0.064514,10.14370,0.00130,10.161,9.635,11.589,0.84,0.28,21.0,83.3,9.5,0.660,0.248,0.595,0.312,16,1
288.197889,11.517186,45.598441,0.567771,10.24110,0.00210,10.289,9.515,12.108,1.26,0.29,32.1,94.5,6.5,0.562,0.308,1.163,0.282,16,1
288.199096,11.032195,45.169199,0.341982,11.03550,0.00270,11.023,10.727,12.001,1.61,0.51,169.3,51.7,9.1,1.576,0.484,-0.618,0.657,16,1
288.293225,11.867545,45.952187,0.647430,10.15940,0.00140,10.206,9.657,11.561,0.70,0.23,30.8,93.1,9.6,0.350,0.282,0.646,0.218,16,1
